100	0.000076
200	0.000155
300	0.000249
400	0.000343
500	0.000445
600	0.000607
700	0.000649
800	0.000757
900	0.000613
1000	0.000246
1100	0.000275
1200	0.000302
1300	0.000333
1400	0.000367
1500	0.000391
1600	0.000418
1700	0.000449
1800	0.000481
1900	0.000507
2000	0.000536
2100	0.000573
2200	0.000645
2300	0.000697
2400	0.000667
2500	0.000696
2600	0.000728
2700	0.000768
2800	0.000787
2900	0.000818
3000	0.000863
3100	0.000893
3200	0.000955
3300	0.000950
3400	0.000978
3500	0.001010
3600	0.001050
3700	0.001073
3800	0.001107
3900	0.001296
4000	0.001190
4100	0.001262
4200	0.001250
4300	0.001302
4400	0.001317
4500	0.001359
4600	0.001427
4700	0.001410
4800	0.001455
4900	0.001474
5000	0.001514
5100	0.001545
5200	0.001578
5300	0.001616
5400	0.001657
5500	0.001705
5600	0.001712
5700	0.001754
5800	0.001793
5900	0.001829
6000	0.001854
6100	0.001885
6200	0.001920
6300	0.001962
6400	0.001994
6500	0.002038
6600	0.002061
6700	0.002152
6800	0.002130
6900	0.002172
7000	0.002200
7100	0.002240
7200	0.002271
7300	0.002302
7400	0.002340
7500	0.002364
7600	0.002410
7700	0.002453
7800	0.002481
7900	0.002522
8000	0.002553
8100	0.002614
8200	0.002635
8300	0.002663
8400	0.002696
8500	0.002735
8600	0.002767
8700	0.002813
8800	0.002850
8900	0.002892
9000	0.002908
9100	0.002953
9200	0.002981
9300	0.003025
9400	0.003063
9500	0.003096
9600	0.003134
9700	0.003166
9800	0.003201
9900	0.003252
10000	0.003281
10100	0.003315
10200	0.003355
10300	0.003387
10400	0.003422
10500	0.003450
10600	0.003498
10700	0.003533
10800	0.003567
10900	0.003617
11000	0.003654
11100	0.003719
11200	0.003718
11300	0.003766
11400	0.003785
11500	0.003813
11600	0.003856
11700	0.003893
11800	0.003929
11900	0.003959
12000	0.004009
12100	0.004032
12200	0.004086
12300	0.004120
12400	0.004153
12500	0.004190
12600	0.004221
12700	0.004263
12800	0.004300
12900	0.004325
13000	0.004379
13100	0.004433
13200	0.004475
13300	0.004510
13400	0.004544
13500	0.004576
13600	0.004613
13700	0.004655
13800	0.004683
13900	0.004732
14000	0.004757
14100	0.004797
14200	0.004836
14300	0.004854
14400	0.004925
14500	0.004954
14600	0.004981
14700	0.005010
14800	0.005057
14900	0.005095
15000	0.005129
15100	0.005168
15200	0.005208
15300	0.005257
15400	0.005285
15500	0.005340
15600	0.005354
15700	0.005400
15800	0.005471
15900	0.005479
16000	0.005527
16100	0.005566
16200	0.005620
16300	0.005640
16400	0.005685
16500	0.005711
16600	0.005775
16700	0.005801
16800	0.005842
16900	0.005879
17000	0.005934
17100	0.005950
17200	0.005983
17300	0.006048
17400	0.006083
17500	0.006091
17600	0.006127
17700	0.006164
17800	0.006229
17900	0.006252
18000	0.006292
18100	0.006302
18200	0.006343
18300	0.006392
18400	0.006421
18500	0.006480
18600	0.006674
18700	0.006597
18800	0.006592
18900	0.006648
19000	0.006700
19100	0.006718
19200	0.006749
19300	0.006797
19400	0.006820
19500	0.006876
19600	0.006910
19700	0.006946
19800	0.006996
19900	0.007064
20000	0.007115
20100	0.007121
20200	0.007165
20300	0.007210
20400	0.007218
20500	0.007256
20600	0.007285
20700	0.007346
20800	0.007384
20900	0.007408
21000	0.007452
21100	0.007492
21200	0.007529
21300	0.007593
21400	0.007603
21500	0.007648
21600	0.007713
21700	0.007805
21800	0.007804
21900	0.007842
22000	0.007866
22100	0.007951
22200	0.007931
22300	0.008008
22400	0.008032
22500	0.008080
22600	0.008110
22700	0.008140
22800	0.008158
22900	0.008198
23000	0.008248
23100	0.008267
23200	0.008321
23300	0.008358
23400	0.008392
23500	0.008437
23600	0.008485
23700	0.008512
23800	0.008545
23900	0.008643
24000	0.008652
24100	0.008665
24200	0.008733
24300	0.008756
24400	0.008806
24500	0.008833
24600	0.008877
24700	0.008909
24800	0.008961
24900	0.008996
25000	0.009063
25100	0.009113
25200	0.009143
25300	0.009179
25400	0.009227
25500	0.009257
25600	0.009286
25700	0.009342
25800	0.009447
25900	0.009528
26000	0.009487
26100	0.009510
26200	0.009516
26300	0.009543
26400	0.009602
26500	0.009648
26600	0.009677
26700	0.009736
26800	0.009784
26900	0.009797
27000	0.009881
27100	0.009903
27200	0.009922
27300	0.010019
27400	0.010043
27500	0.010079
27600	0.010132
27700	0.010177
27800	0.010208
27900	0.010253
28000	0.010248
28100	0.010277
28200	0.010347
28300	0.010356
28400	0.010412
28500	0.010435
28600	0.010481
28700	0.010511
28800	0.010620
28900	0.010611
29000	0.010669
29100	0.010667
29200	0.010709
29300	0.010792
29400	0.010879
29500	0.010894
29600	0.010923
29700	0.010949
29800	0.011029
29900	0.011087
30000	0.011121
30100	0.011113
30200	0.011190
30300	0.011235
30400	0.011280
30500	0.011305
30600	0.011331
30700	0.011422
30800	0.011371
30900	0.011409
31000	0.011462
31100	0.011500
31200	0.011542
31300	0.011690
31400	0.011980
31500	0.011757
31600	0.011771
31700	0.011747
31800	0.011827
31900	0.011839
32000	0.011879
32100	0.011915
32200	0.011965
32300	0.012061
32400	0.012112
32500	0.012133
32600	0.012170
32700	0.012236
32800	0.012244
32900	0.012313
33000	0.012353
33100	0.012408
33200	0.012408
33300	0.012457
33400	0.012518
33500	0.012552
33600	0.012555
33700	0.012594
33800	0.012697
33900	0.012666
34000	0.012700
34100	0.012739
34200	0.012806
34300	0.012834
34400	0.012857
34500	0.012968
34600	0.012954
34700	0.012987
34800	0.013077
34900	0.013120
35000	0.013168
35100	0.013208
35200	0.013259
35300	0.013252
35400	0.013291
35500	0.013376
35600	0.013435
35700	0.013450
35800	0.013485
