100	0.005229
200	0.000827
300	0.001250
400	0.001671
500	0.002136
600	0.002644
700	0.002944
800	0.003374
900	0.003809
1000	0.004395
1100	0.004671
1200	0.005070
1300	0.005497
1400	0.005920
1500	0.006334
1600	0.006784
1700	0.007211
1800	0.007588
1900	0.008023
2000	0.008449
2100	0.008893
2200	0.009314
2300	0.009780
2400	0.010178
2500	0.010602
2600	0.011025
2700	0.011460
2800	0.011869
2900	0.012314
3000	0.012741
3100	0.013156
3200	0.013581
3300	0.014034
3400	0.014458
3500	0.014887
3600	0.015298
3700	0.015758
3800	0.016157
3900	0.016592
4000	0.017013
4100	0.017459
4200	0.017878
4300	0.018288
4400	0.018742
4500	0.019185
4600	0.019617
4700	0.020045
4800	0.020463
4900	0.020887
5000	0.021337
5100	0.021744
5200	0.022182
5300	0.022798
5400	0.023094
5500	0.023508
5600	0.023937
5700	0.024356
5800	0.024777
5900	0.025207
6000	0.025630
6100	0.026062
6200	0.026522
6300	0.026739
6400	0.027161
6500	0.027607
6600	0.028017
6700	0.028570
6800	0.029093
6900	0.029535
7000	0.029968
7100	0.030378
7200	0.030853
7300	0.031133
7400	0.031695
7500	0.032253
7600	0.032657
7700	0.033020
7800	0.033430
7900	0.033848
8000	0.034255
8100	0.034690
8200	0.035115
8300	0.035598
8400	0.036010
8500	0.036429
8600	0.036585
8700	0.037061
8800	0.037701
8900	0.037966
9000	0.038586
9100	0.039003
9200	0.039504
9300	0.039852
9400	0.040290
9500	0.040738
9600	0.041196
9700	0.041564
9800	0.042010
9900	0.043229
10000	0.043231
10100	0.043380
10200	0.043644
10300	0.044140
10400	0.044528
10500	0.044788
10600	0.045646
10700	0.045839
10800	0.046023
10900	0.046441
11000	0.047096
11100	0.047534
11200	0.047648
11300	0.048102
11400	0.048631
11500	0.049256
11600	0.049292
11700	0.049979
11800	0.050757
11900	0.051025
12000	0.051355
12100	0.051782
12200	0.052116
12300	0.052623
12400	0.052713
12500	0.053319
12600	0.053933
12700	0.054384
12800	0.054793
12900	0.055229
13000	0.055879
13100	0.056427
13200	0.056261
13300	0.056823
13400	0.057428
13500	0.057864
13600	0.058304
13700	0.058470
13800	0.059157
13900	0.059599
14000	0.060058
14100	0.060109
14200	0.060661
14300	0.061358
14400	0.061762
14500	0.061915
14600	0.062488
14700	0.062694
14800	0.063079
14900	0.063776
15000	0.064561
15100	0.064806
15200	0.064747
15300	0.065666
15400	0.066125
15500	0.066059
15600	0.066888
15700	0.067427
15800	0.067854
15900	0.068498
16000	0.068705
16100	0.069162
16200	0.069316
16300	0.069502
16400	0.070314
16500	0.070908
16600	0.071334
16700	0.071759
16800	0.072215
16900	0.072117
17000	0.072490
17100	0.073399
17200	0.073608
17300	0.074001
17400	0.074739
17500	0.074973
17600	0.075397
17700	0.075632
17800	0.076606
17900	0.076857
18000	0.077267
18100	0.077862
18200	0.078279
18300	0.078610
18400	0.078985
18500	0.079508
18600	0.080003
18700	0.080284
18800	0.080838
18900	0.081072
19000	0.081757
19100	0.082244
19200	0.082306
19300	0.083054
19400	0.083318
19500	0.084049
19600	0.084388
19700	0.084818
19800	0.085420
19900	0.085627
20000	0.085717
20100	0.086324
20200	0.086911
20300	0.087469
20400	0.087631
20500	0.088453
20600	0.088023
20700	0.089083
20800	0.089554
20900	0.089933
21000	0.089943
21100	0.090526
21200	0.091400
21300	0.091768
21400	0.092010
21500	0.092646
21600	0.093061
21700	0.092908
21800	0.094131
21900	0.094416
22000	0.094246
22100	0.095132
22200	0.095515
22300	0.095352
22400	0.096506
22500	0.096837
22600	0.097194
22700	0.097719
22800	0.097984
22900	0.098425
23000	0.098978
23100	0.098847
23200	0.099406
23300	0.100218
23400	0.100259
23500	0.100503
23600	0.101014
23700	0.101829
23800	0.102243
23900	0.102882
24000	0.103023
24100	0.103660
24200	0.104174
24300	0.104029
24400	0.104862
24500	0.105401
24600	0.105876
24700	0.105963
24800	0.106706
24900	0.106987
25000	0.107485
25100	0.107659
25200	0.108477
25300	0.108664
25400	0.108770
25500	0.109311
25600	0.109896
25700	0.110637
25800	0.110848
25900	0.110899
26000	0.111873
26100	0.111924
26200	0.113148
26300	0.113496
26400	0.113159
26500	0.114120
26600	0.114776
26700	0.115278
26800	0.115724
26900	0.116664
27000	0.117018
27100	0.117040
27200	0.117309
27300	0.117915
27400	0.126126
27500	0.125903
27600	0.123924
27700	0.125559
27800	0.127044
27900	0.127618
28000	0.126867
2810
